round,client_id,is_malicious,l2_norm
1,0,False,0.5382830247852659
1,1,False,0.4576009536255703
1,2,False,0.5650270717483874
1,3,False,0.5764338829834729
1,4,False,0.40293788868076985
1,5,False,0.4418692295882609
1,6,False,0.5276704241900372
1,7,False,0.5010254444593851
1,8,True,5.195799710623928
1,9,True,4.986739018106605
2,0,False,0.5727638784917697
2,1,False,0.566667516125737
2,2,False,0.523961841853673
2,3,False,0.587634472418082
2,4,False,0.5480505605351228
2,5,False,0.4684424522270057
2,6,False,0.5421250470449499
2,7,False,0.46246704395026006
2,8,True,5.419612575326818
2,9,True,5.187518522253437
3,0,False,0.5089082581872844
3,1,False,0.47914422733576356
3,2,False,0.5933524803204419
3,3,False,0.5107282310758718
3,4,False,0.49430033067021356
3,5,False,0.4988719869707062
3,6,False,0.5519385511332009
3,7,False,0.5419266438618447
3,8,True,5.303183152898997
3,9,True,5.307705250751971
4,0,False,0.6484988560522277
4,1,False,0.4956150990169231
4,2,False,0.4892654362557078
4,3,False,0.4711736363051274
4,4,False,0.5569587653545297
4,5,False,0.5877383375632536
4,6,False,0.5131631525407075
4,7,False,0.46959061138224834
4,8,True,4.99387969607719
4,9,True,5.362648196956176
5,0,False,0.5645952502722066
5,1,False,0.5525892560983117
5,2,False,0.48006941756267835
5,3,False,0.5339296793840032
5,4,False,0.5270011485484437
5,5,False,0.5331213158037408
5,6,False,0.5722857266768914
5,7,False,0.5334157329264809
5,8,True,5.369728390767974
5,9,True,5.2168947673722235
6,0,False,0.537347163921399
6,1,False,0.5578772935503125
6,2,False,0.43257065080866003
6,3,False,0.5008197270185619
6,4,False,0.4917776407424323
6,5,False,0.4816673291053995
6,6,False,0.503491464926399
6,7,False,0.6096964786740637
6,8,True,4.983542221076689
6,9,True,5.44206958864787
7,0,False,0.41902781370305175
7,1,False,0.49990689820085354
7,2,False,0.5297651839063003
7,3,False,0.5551733398815567
7,4,False,0.5626735947875713
7,5,False,0.5676008341119956
7,6,False,0.49907649566509377
7,7,False,0.492258892440126
7,8,True,5.414493970314289
7,9,True,5.152173918779597
8,0,False,0.4434588205997247
8,1,False,0.45200276715979115
8,2,False,0.4648328628399033
8,3,False,0.5498296446432258
8,4,False,0.5285455441642339
8,5,False,0.5614291212440661
8,6,False,0.49436484121980795
8,7,False,0.5295123814646029
8,8,True,5.356397598491834
8,9,True,5.122663365069941
9,0,False,0.5474065142534447
9,1,False,0.48028444353600097
9,2,False,0.4982167692060957
9,3,False,0.4970957263601003
9,4,False,0.4482496212646576
9,5,False,0.5492183488471349
9,6,False,0.4918358595878366
9,7,False,0.5207496471236612
9,8,True,5.320186664726477
9,9,True,5.311632794007486
10,0,False,0.5599231065383672
10,1,False,0.5140908709294346
10,2,False,0.49460210127735077
10,3,False,0.5152169073456161
10,4,False,0.4187599339625182
10,5,False,0.4331732516546148
10,6,False,0.4406380232587359
10,7,False,0.4601651903439111
10,8,True,5.2999435566808595
10,9,True,4.973630236159985
11,0,False,0.49731024675763663
11,1,False,0.5979536978671639
11,2,False,0.49862416173631446
11,3,False,0.5642509341080252
11,4,False,0.4639829391994074
11,5,False,0.5076737465279422
11,6,False,0.46299867670536515
11,7,False,0.4996580154459663
11,8,True,5.410077034364349
11,9,True,4.768169894201913
12,0,False,0.5460654186127515
12,1,False,0.5342641361399367
12,2,False,0.48435100265819236
12,3,False,0.4332365287366927
12,4,False,0.5243277704628322
12,5,False,0.4882304374561719
12,6,False,0.5339605726812823
12,7,False,0.5213111287314066
12,8,True,5.600444722830229
12,9,True,5.140161093131744
13,0,False,0.45859015044268814
13,1,False,0.530756538097379
13,2,False,0.5331998010383059
13,3,False,0.6015512545144261
13,4,False,0.5701066747548748
13,5,False,0.5414122635489705
13,6,False,0.6077981734731737
13,7,False,0.44867421674062896
13,8,True,5.040062116812563
13,9,True,4.968356014648619
14,0,False,0.49661141181065394
14,1,False,0.4373988311466215
14,2,False,0.5581090568088642
14,3,False,0.5066666381740736
14,4,False,0.43175162232984055
14,5,False,0.45906525512754753
14,6,False,0.5388108308470118
14,7,False,0.5702875940736629
14,8,True,5.699182722922947
14,9,True,5.928465616501833
15,0,False,0.5448645659965597
15,1,False,0.4606277127980882
15,2,False,0.3920772231561215
15,3,False,0.5360626877406302
15,4,False,0.4712235342813805
15,5,False,0.4950785643892189
15,6,False,0.48327419205641153
15,7,False,0.5115525468150169
15,8,True,5.466495057696911
15,9,True,5.239262141861336
16,0,False,0.5104819097776787
16,1,False,0.45786077483045134
16,2,False,0.4195190233177386
